,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
865,CHEMBL225550,N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2cncn2)cc1,active,303.3,2.740360000000001,0.0,5.0,7.209996479609511
866,CHEMBL224462,CCC(c1ccc(C#N)cc1)(c1ccc(C#N)cc1)n1cncn1,active,313.36400000000003,3.2233600000000013,0.0,5.0,7.029978734171634
867,CHEMBL388187,CC(c1ccc(C#N)cc1)(c1ccc(C#N)cc1)n1cncn1,active,299.33700000000005,2.83326,0.0,5.0,7.360015751958412
868,CHEMBL223555,N#Cc1ccc(C(=C2CCCCC2)n2cncn2)cc1,active,264.33199999999994,3.373280000000001,0.0,4.0,7.019996628416254
869,CHEMBL223554,N#Cc1ccc(C(c2ccc(C#N)cc2)c2cccnc2)cc1,active,295.34499999999997,4.005160000000003,0.0,3.0,7.230032198670558
870,CHEMBL223452,N#Cc1ccc(C(c2ccc(C#N)cc2)c2cncnc2)cc1,active,296.33299999999997,3.4001600000000014,0.0,4.0,6.540004743952609
871,CHEMBL224790,N#Cc1ccc(C(c2ccc(C#N)cc2)n2ncnn2)cc1,active,286.298,2.0541599999999995,0.0,6.0,8.240030142445693
872,CHEMBL224789,N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnn2)cc1,active,285.31,2.65916,0.0,5.0,7.2400301424456925
873,CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,active,285.31,2.65916,0.0,5.0,7.280006173632396
874,CHEMBL225053,N#Cc1ccc(C2(n3ccnc3)CCCC2)cc1,active,237.30599999999995,3.0723800000000017,0.0,3.0,7.430041181903406
875,CHEMBL225128,CC(C)(c1ccc(C#N)cc1)n1ccnc1,active,211.26800000000003,2.5381800000000005,0.0,3.0,7.019996628416254
876,CHEMBL349822,N#Cc1ccc(Cn2ccnc2)cc1,intermediate,183.21400000000003,1.80308,0.0,3.0,5.95999928552668
877,CHEMBL13784,O=[N+]([O-])c1ccc(Cn2ccnc2)cc1,active,203.20100000000002,1.8396,0.0,4.0,7.550059011226662
878,CHEMBL223176,O=C(c1ccccc1)c1ccc(Cn2ccnc2)cc1,active,262.312,3.1624000000000008,0.0,3.0,7.320027305722581
879,CHEMBL211207,Brc1ccc(Cn2ccnc2)cc1,active,237.1,2.6939,0.0,2.0,6.470005326930858
880,CHEMBL163922,N#Cc1cccc(Cn2ccnc2)c1,intermediate,183.21400000000003,1.80308,0.0,3.0,5.430000267796054
881,CHEMBL374934,N#Cc1ccccc1Cn1ccnc1,active,183.214,1.80308,0.0,3.0,7.320027305722581
882,CHEMBL224391,Cc1oc2c(C#N)ccc(Cn3ccnc3)c2c1C,active,251.289,3.166120000000001,0.0,4.0,7.739928612014925
883,CHEMBL375043,N#Cc1ccc(Cn2ccnc2)c2ccccc12,active,233.27400000000003,2.9562800000000014,0.0,3.0,7.96018944585165
884,CHEMBL31456,N#Cc1ccc(/C(=N\c2ccc(Br)cc2)n2ccnc2)cc1,active,351.207,4.143880000000003,0.0,4.0,7.419987887470576
885,CHEMBL29482,N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnc2)cc1,active,284.322,3.2641600000000013,0.0,4.0,7.739928612014925
886,CHEMBL285809,N#Cc1ccc(C2(c3ccc(C#N)cc3)CCCc3cncn32)cc1,active,324.38699999999994,3.754660000000002,0.0,4.0,6.060001790087838
887,CHEMBL31224,N#Cc1ccc2c(c1)CCC=C2n1ccnc1,active,221.263,2.59018,0.0,3.0,7.809948582240794
888,CHEMBL31760,C=C(c1ccc(C#N)cc1)n1ccnc1,active,195.225,2.2737799999999995,0.0,3.0,8.379968104873702
889,CHEMBL287677,N#Cc1ccc([C@H]2CCCc3cncn32)cc1,intermediate,223.279,2.680480000000001,0.0,3.0,5.639999555020352
890,CHEMBL350922,O=c1c2ccccc2oc2cc(Cn3ccnc3)ccc12,active,276.295,3.1910000000000007,0.0,4.0,6.409994580348671
891,CHEMBL78322,O=c1c2ccccc2oc2c(Br)ccc(Cn3ccnc3)c12,active,355.1910000000001,3.9535000000000027,0.0,4.0,6.030002001401658
892,CHEMBL307160,O=c1c2ccccc2oc2c([N+](=O)[O-])ccc(Cn3ccnc3)c12,active,321.292,3.0992000000000015,0.0,6.0,6.009998764965339
893,CHEMBL442373,N#Cc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,intermediate,301.30500000000006,3.062680000000001,0.0,5.0,5.639999555020352
894,CHEMBL421829,O=c1c2ccccc2oc2c(Cn3ccnc3)ccc(Br)c12,active,355.19100000000003,3.953500000000002,0.0,4.0,7.0499760934766735
895,CHEMBL159073,O=c1c2ccccc2oc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,active,321.2920000000001,3.0992000000000015,0.0,6.0,7.400007822415902
896,CHEMBL421149,N#Cc1ccc(Cn2ccnc2)c2oc3ccccc3c(=O)c12,active,301.3050000000001,3.062680000000001,0.0,5.0,7.36997914888659
897,CHEMBL158635,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccccc3)oc2c1,active,332.35900000000004,3.7134000000000027,0.0,5.0,6.260000690598032
898,CHEMBL223607,O=c1ccoc2cc(Cn3cncn3)ccc12,intermediate,227.223,1.4327999999999999,0.0,5.0,5.430000267796054
899,CHEMBL158984,O=c1ccoc2cc(Cn3ccnc3)ccc12,active,226.235,2.0378,0.0,4.0,7.0
900,CHEMBL161530,O=c1ccoc2c(Cn3ccnc3)ccc(Br)c12,intermediate,305.13100000000003,2.800300000000001,0.0,4.0,5.679999195735272
901,CHEMBL351167,O=c1ccoc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,intermediate,271.2320000000001,1.9459999999999997,0.0,6.0,5.95999928552668
902,CHEMBL161230,N#Cc1ccc(Cn2ccnc2)c2occc(=O)c12,active,251.245,1.9094799999999998,0.0,5.0,6.620005959834258
903,CHEMBL2096873,COc1cc2c(cc1Br)CC[C@@H]1[C@@H](c3ccncc3)[C@H]21,intermediate,330.22499999999997,4.296100000000004,0.0,2.0,5.550000451689026
904,CHEMBL225497,COc1cc2c(cc1Br)CC[C@H]1[C@H](c3ccncc3)[C@@H]21,active,330.22499999999997,4.296100000000004,0.0,2.0,6.030002001401658
905,CHEMBL2096872,COc1ccc2c(c1)[C@@H]1[C@H](CC2)[C@H]1c1ccncc1,inactive,251.32899999999998,3.5336000000000016,0.0,2.0,5.0
906,CHEMBL223717,COc1ccc2c(c1)[C@H]1[C@@H](CC2)[C@@H]1c1ccncc1,active,251.32899999999998,3.5336000000000016,0.0,2.0,7.519993057042849
907,CHEMBL519436,Cn1nnc2ccc([C@@H](c3ccc(Cl)cc3)n3cncn3)cc21,active,324.77500000000003,2.8509,0.0,6.0,8.400007822415901
908,CHEMBL224060,Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,active,324.77500000000003,2.8509,0.0,6.0,8.849857838151442
909,CHEMBL389433,Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,active,308.77200000000005,4.050500000000003,1.0,3.0,7.349984047528161
910,CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,active,293.374,2.9287600000000014,0.0,5.0,7.819874124835946
911,CHEMBL229944,COCOc1ccc(C(=O)/C=C/c2ccc(OCOC)c(CC=C(C)C)c2)c(O)c1,inactive,412.4820000000002,4.762400000000006,1.0,6.0,3.6154673845057514
912,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,active,232.28299999999996,1.3532,2.0,3.0,6.568636235841013
913,CHEMBL228985,COc1ccc2c(c1)OC(c1ccc(OCC=C(C)C)cc1)CC2=O,inactive,338.4030000000001,4.746700000000004,0.0,4.0,4.5428753736965914
914,CHEMBL390364,COc1ccc(C(=O)/C=C/c2ccc(OCC=C(C)C)cc2)c(O)c1,inactive,338.403,4.641900000000005,1.0,4.0,3.566390156676282
915,CHEMBL229908,COc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1,intermediate,284.311,3.410300000000002,0.0,4.0,5.730487055782084
916,CHEMBL229907,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,inactive,284.311,3.305500000000002,1.0,4.0,3.4538276316830574
917,CHEMBL229906,COc1ccc2c(c1)OC(c1cccc(CC=C(C)C)c1)CC2=O,intermediate,322.4040000000001,4.910400000000004,0.0,3.0,5.330683119433888
918,CHEMBL229905,COc1ccc(C(=O)/C=C/c2cccc(CC=C(C)C)c2)c(O)c1,inactive,322.40400000000005,4.8056000000000045,1.0,3.0,3.5083582065224137
919,CHEMBL1162951,COc1ccc(C2CC(=O)c3ccccc3O2)cc1CC=C(C)C,inactive,322.4040000000001,4.9104000000000045,0.0,3.0,4.91721462968355
920,CHEMBL388375,COc1ccc(/C=C/C(O)c2ccccc2O)cc1CC=C(C)C,inactive,324.42000000000013,4.656300000000003,2.0,3.0,3.5084002099541314
921,CHEMBL229635,COc1ccc2c(c1)OC(c1ccc(OC)c(CC=C(C)C)c1)CC2=O,intermediate,352.4300000000001,4.919000000000004,0.0,4.0,5.43533393574791
922,CHEMBL229633,COc1ccc(C(=O)/C=C/c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,inactive,352.43000000000006,4.814200000000005,1.0,4.0,3.547064129798821
923,CHEMBL388374,COc1ccc2c(c1)OC(c1ccc(O)c(CC=C(C)C)c1)CC2=O,intermediate,338.40300000000013,4.616000000000003,1.0,4.0,5.323306390375134
924,CHEMBL229841,COc1ccc(C(=O)/C=C/c2ccc(O)c(CC=C(C)C)c2)c(O)c1,inactive,338.4030000000001,4.511200000000004,2.0,4.0,3.5294425147827257
925,CHEMBL229790,COCOc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1CC=C(C)C,inactive,382.45600000000013,4.893100000000005,0.0,5.0,4.599634726650061
926,CHEMBL390731,COCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1CC=C(C)C,inactive,382.45600000000013,4.788300000000004,1.0,5.0,3.582528306796707
927,CHEMBL229789,COc1ccc(C2CC(=O)c3ccc(O)cc3O2)cc1CC=C(C)C,intermediate,338.40300000000013,4.616000000000004,1.0,4.0,5.38933983691012
928,CHEMBL389925,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1CC=C(C)C,inactive,338.40300000000013,4.511200000000003,2.0,4.0,4.081235968972001
929,CHEMBL425670,COCOc1ccc2c(c1)OC(c1ccc(OC)c(CC=C(C)C)c1)CC2=O,intermediate,382.4560000000002,4.893100000000005,0.0,5.0,5.115204636051019
930,CHEMBL229893,COCOc1ccc(C(=O)/C=C/c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,inactive,382.45600000000013,4.788300000000006,1.0,5.0,3.582528306796707
931,CHEMBL558103,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)ccc1O,inactive,324.37600000000003,4.313000000000004,2.0,4.0,4.387746093903563
932,CHEMBL229885,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,inactive,324.37600000000003,4.208200000000005,3.0,4.0,3.511026475273492
933,CHEMBL229945,COCOc1ccc2c(c1)OC(c1ccc(OCOC)c(CC=C(C)C)c1)CC2=O,inactive,412.48200000000026,4.867200000000005,0.0,6.0,4.855425792390384
934,CHEMBL229094,COc1ccc(C(=O)CC(O)c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,inactive,370.44500000000016,4.224500000000004,2.0,5.0,4.262250926108443
935,CHEMBL229861,CC[C@H]1[C@@H]2[C@@H](O)CCN2C(=O)N1c1ccc(C#N)c(Cl)c1C,inactive,319.79200000000003,2.6739000000000006,1.0,3.0,4.0
936,CHEMBL108425,N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1,active,354.211,3.3821800000000017,0.0,5.0,9.301029995663981
937,CHEMBL226999,N#Cc1ccc(N(Cc2ccc(C(F)(F)F)c(O)c2)n2cnnc2)cc1,active,359.311,3.3440800000000017,1.0,6.0,9.397940008672037
938,CHEMBL388093,COc1ccc(CN(c2ccc(C#N)cc2)n2cnnc2)cc1O,active,321.3400000000001,2.33388,1.0,7.0,8.920818753952375
939,CHEMBL226947,N#Cc1ccc(N(Cc2ccc(Br)c(O)c2)n2cnnc2)cc1,active,370.21000000000004,3.0877800000000013,1.0,6.0,9.301029995663981
940,CHEMBL226946,N#Cc1ccc(N(Cc2ccc(Cl)c(O)c2)n2cnnc2)cc1,active,325.759,2.9786800000000015,1.0,6.0,9.744727494896694
941,CHEMBL390079,N#Cc1ccc(N(Cc2ccc(F)c(O)c2)n2cnnc2)cc1,active,309.30400000000003,2.4643800000000002,1.0,6.0,9.221848749616356
942,CHEMBL390078,N#Cc1ccc(N(Cc2cccc(O)c2)n2cnnc2)cc1,active,291.314,2.3252799999999993,1.0,6.0,8.55284196865778
943,CHEMBL226945,COc1ccc(CN(c2ccc(C#N)cc2)n2cnnc2)cc1OS(N)(=O)=O,active,400.4200000000002,1.2105799999999998,1.0,9.0,7.920818753952375
944,CHEMBL226893,N#Cc1ccc(N(Cc2ccc(Br)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,active,449.29000000000013,1.9644799999999993,1.0,8.0,8.4089353929735
945,CHEMBL390077,N#Cc1ccc(N(Cc2ccc(Cl)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,active,404.8390000000001,1.85538,1.0,8.0,9.036212172654444
946,CHEMBL226892,N#Cc1ccc(N(Cc2ccc(F)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,active,388.38400000000007,1.34108,1.0,8.0,9.113509274827518
947,CHEMBL226891,N#Cc1ccc(N(Cc2c(F)c(F)c(O)c(F)c2F)n2cnnc2)cc1,active,363.274,2.881680000000001,1.0,6.0,6.798602875679548
948,CHEMBL226843,N#Cc1ccc(N(Cc2cc(Cl)c(O)c(Cl)c2)n2cnnc2)cc1,active,360.204,3.632080000000002,1.0,6.0,8.119186407719209
949,CHEMBL388507,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1O,active,355.7850000000001,2.9872800000000024,1.0,7.0,9.292429823902063
950,CHEMBL226842,N#Cc1ccc(N(Cc2ccc(O)c(C(F)(F)F)c2)n2cnnc2)cc1,active,359.311,3.3440800000000017,1.0,6.0,9.05551732784983
951,CHEMBL226841,N#Cc1ccc(N(Cc2ccc(O)c(C#N)c2)n2cnnc2)cc1,active,316.324,2.19696,1.0,7.0,7.619788758288394
952,CHEMBL226791,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1O,active,321.3400000000001,2.333880000000001,1.0,7.0,8.55284196865778
953,CHEMBL226790,N#Cc1ccc(N(Cc2ccc(O)c(I)c2)n2cnnc2)cc1,active,417.21000000000004,2.9298800000000016,1.0,6.0,9.481486060122112
954,CHEMBL388506,N#Cc1ccc(N(Cc2ccc(O)c(Br)c2)n2cnnc2)cc1,active,370.21000000000004,3.087780000000002,1.0,6.0,8.958607314841775
955,CHEMBL226789,N#Cc1ccc(N(Cc2ccc(O)c(Cl)c2)n2cnnc2)cc1,active,325.759,2.9786800000000015,1.0,6.0,8.602059991327963
956,CHEMBL226738,N#Cc1ccc(N(Cc2ccc(O)c(F)c2)n2cnnc2)cc1,active,309.30400000000003,2.4643800000000002,1.0,6.0,8.537602002101044
957,CHEMBL388291,N#Cc1ccc(N(Cc2ccc(O)cc2)n2cnnc2)cc1,active,291.314,2.3252800000000002,1.0,6.0,7.638272163982407
958,CHEMBL390717,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1OS(N)(=O)=O,active,434.8650000000002,1.86398,1.0,9.0,8.537602002101044
959,CHEMBL226737,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(C#N)c2)n2cnnc2)cc1,active,395.40400000000005,1.0736600000000003,1.0,9.0,7.568636235841013
960,CHEMBL226736,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1OS(N)(=O)=O,active,400.4200000000002,1.21058,1.0,9.0,7.376750709602099
961,CHEMBL390496,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(I)c2)n2cnnc2)cc1,active,496.29,1.80658,1.0,8.0,8.823908740944319
962,CHEMBL244795,O=C(c1ccccc1)c1ccccc1Cn1ccnc1,active,262.312,3.1624000000000008,0.0,3.0,6.251811972993799
963,CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,active,223.279,2.680480000000001,0.0,3.0,7.2839966563652006
964,CHEMBL242454,O=C(c1ccccc1)c1cc(Br)ccc1Cn1ccnc1,active,341.2080000000001,3.9249000000000027,0.0,3.0,6.3979400086720375
965,CHEMBL243756,O=C(c1ccc(-c2ccccc2)cc1)c1cc([N+](=O)[O-])ccc1Cn1ccnc1,active,383.4070000000001,4.737600000000004,0.0,5.0,7.752026733638194
966,CHEMBL243755,O=C(c1ccccc1)c1cc([N+](=O)[O-])ccc1Cn1ccnc1,active,307.30899999999997,3.0706000000000007,0.0,5.0,7.586700235918748
967,CHEMBL388930,O=C(c1ccccc1)c1cc(Cn2ccnc2)ccc1[N+](=O)[O-],active,307.3090000000001,3.0706000000000016,0.0,5.0,7.508638306165727
968,CHEMBL223176,O=C(c1ccccc1)c1ccc(Cn2ccnc2)cc1,active,262.312,3.1624000000000008,0.0,3.0,6.598599459218455
969,CHEMBL243961,O=C(c1ccc(-c2ccccc2)cc1)c1cccc(Cn2ccnc2)c1,active,338.4100000000001,4.829400000000004,0.0,3.0,8.275724130399212
970,CHEMBL243960,O=C(c1ccc(-c2ccccc2)cc1)c1ccccc1Cn1ccnc1,active,338.4100000000001,4.829400000000004,0.0,3.0,6.585026652029182
971,CHEMBL397728,O=C(c1ccccc1)c1cccc(Cn2ccnc2)c1,active,262.312,3.1624000000000008,0.0,3.0,8.136677139879543
972,CHEMBL274318,O=C1CC(c2ccccc2)Oc2ccccc21,inactive,224.259,3.3931000000000022,0.0,2.0,4.552841968657781
973,CHEMBL283196,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,intermediate,272.303,4.613200000000003,0.0,2.0,5.698970004336019
974,CHEMBL404225,O=C1CC(c2ccccc2)Oc2c1ccc1ccccc21,intermediate,274.319,4.546300000000003,0.0,2.0,5.366531544420414
975,CHEMBL97542,O=C1CC(c2ccccc2)Oc2cc(O)ccc21,intermediate,240.25799999999998,3.098700000000002,1.0,3.0,5.42021640338319
976,CHEMBL9687,COc1ccc2c(c1)OC(c1ccccc1)CC2=O,intermediate,254.285,3.4017000000000017,0.0,3.0,5.096910013008056
977,CHEMBL256665,O=C1CC(c2ccc(O)cc2)Oc2c1ccc1ccccc21,active,290.31800000000004,4.251900000000003,1.0,3.0,6.200659450546418
978,CHEMBL439241,O=C1CC(c2cccc(O)c2)Oc2c1ccc1ccccc21,active,290.31800000000004,4.251900000000003,1.0,3.0,6.214670164989233
979,CHEMBL255108,N#Cc1ccc(C2CC(=O)c3ccc4ccccc4c3O2)cc1,intermediate,299.32900000000006,4.417980000000003,0.0,3.0,5.8124792791635365
980,CHEMBL258257,N#Cc1cccc(C2CC(=O)c3ccc4ccccc4c3O2)c1,intermediate,299.32900000000006,4.417980000000003,0.0,3.0,5.863279432843593
981,CHEMBL252642,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,intermediate,256.257,2.8043000000000013,2.0,4.0,5.6777807052660805
982,CHEMBL255110,O=C1CC(c2cccc(O)c2)Oc2cc(O)ccc21,intermediate,256.257,2.8043000000000013,2.0,4.0,5.468521082957745
983,CHEMBL402970,COc1ccc2c(c1)OC(c1ccc(O)cc1)CC2=O,intermediate,270.284,3.1073000000000013,1.0,4.0,5.431798275933005
984,CHEMBL256407,COc1ccc2c(c1)OC(c1cccc(O)c1)CC2=O,intermediate,270.284,3.1073000000000013,1.0,4.0,5.455931955649724
985,CHEMBL7162,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,active,314.3630000000002,2.6778000000000004,1.0,5.0,6.167491087293763
986,CHEMBL271794,CN(c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1OCc1ccccc1)S(C)(=O)=O,active,486.59300000000025,5.5807000000000055,1.0,4.0,6.920818753952375
987,CHEMBL270283,CN(c1ccc(NC(=O)c2ccc3ccccc3c2)cc1OCc1ccccc1)S(C)(=O)=O,intermediate,460.55500000000023,5.066900000000005,1.0,4.0,5.97061622231479
988,CHEMBL409271,CN(c1ccc(NC(=O)c2ccc(C#N)cc2)cc1OCc1ccccc1)S(C)(=O)=O,active,435.50500000000017,3.7853800000000026,1.0,5.0,6.356547323513812
989,CHEMBL270915,CN(c1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1OCc1ccccc1)S(C)(=O)=O,active,489.93700000000024,4.475300000000004,1.0,6.0,6.161150909262744
990,CHEMBL271129,CN(c1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1OCc1ccccc1)S(C)(=O)=O,active,479.3850000000002,5.220500000000005,1.0,4.0,6.161150909262744
991,CHEMBL270917,CN(c1ccc(NC(=O)C2CCCCC2)cc1OCc1ccccc1)S(C)(=O)=O,active,416.54300000000006,4.180200000000004,1.0,4.0,6.6020599913279625
992,CHEMBL443066,CN(c1ccc(NC(=O)c2ccccc2)cc1OCc1ccccc1)S(C)(=O)=O,intermediate,410.4950000000001,3.913700000000003,1.0,4.0,5.752026733638194
993,CHEMBL272456,CC(=O)Nc1ccc(N(C)S(C)(=O)=O)c(OCc2ccccc2)c1,inactive,348.42400000000004,2.6198000000000006,1.0,4.0,4.778064400171995
994,CHEMBL272398,CN(c1ccc(N)cc1OCc1ccccc1)S(C)(=O)=O,intermediate,306.38700000000006,2.2436,1.0,4.0,5.958607314841775
995,CHEMBL272464,Cc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,inactive,398.44000000000017,4.283020000000003,1.0,5.0,4.760200181552901
996,CHEMBL405881,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,intermediate,429.41000000000014,3.8828000000000022,1.0,7.0,5.663540266151471
997,CHEMBL270488,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc(-c2ccccc2)cc1,inactive,424.4560000000001,6.093100000000004,1.0,4.0,4.6020599913279625
998,CHEMBL269877,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc2ccccc2c1,inactive,398.41800000000006,5.5793000000000035,1.0,4.0,4.6020599913279625
999,CHEMBL407092,N#Cc1ccc(C(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,inactive,373.3680000000001,4.297780000000002,1.0,5.0,4.6020599913279625
1000,CHEMBL273049,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc(Cl)c(Cl)c1,inactive,417.24800000000005,5.7329000000000025,1.0,4.0,4.6020599913279625
1001,CHEMBL260098,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc(Cl)c([N+](=O)[O-])c1,inactive,427.80000000000007,4.987700000000003,1.0,6.0,4.6020599913279625
1002,CHEMBL270301,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1cccc([N+](=O)[O-])c1,inactive,393.3550000000001,4.3343000000000025,1.0,6.0,4.6020599913279625
1003,CHEMBL409448,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc([N+](=O)[O-])cc1,inactive,393.3550000000001,4.3343000000000025,1.0,6.0,4.6020599913279625
1004,CHEMBL404981,CC(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1,intermediate,286.287,3.132200000000002,1.0,4.0,5.928117992693875
1005,CHEMBL260955,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)C1CCCCC1,inactive,354.4060000000002,4.692600000000004,1.0,4.0,4.6020599913279625
1006,CHEMBL407953,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccccc1,inactive,348.358,4.426100000000003,1.0,4.0,4.6020599913279625
1007,CHEMBL222189,CN(c1ccc([N+](=O)[O-])cc1OCc1cccc2ccccc12)S(C)(=O)=O,intermediate,386.4290000000001,3.722800000000002,0.0,5.0,5.931814138253839
1008,CHEMBL220885,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1cccc2ccccc12,intermediate,372.4020000000001,3.698500000000002,1.0,5.0,5.241088107602026
1009,CHEMBL436515,CN(c1ccc([N+](=O)[O-])cc1OCCc1ccccc1)S(C)(=O)=O,active,350.3960000000001,2.6121000000000008,0.0,5.0,6.2839966563652006
1010,CHEMBL374651,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCCc1ccccc1,active,336.3690000000001,2.5878000000000005,1.0,5.0,6.638272163982407
1011,CHEMBL373377,CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(-c2ccccc2)cc1)S(C)(=O)=O,active,412.4670000000001,4.236600000000005,0.0,5.0,6.187086643357144
1012,CHEMBL426541,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(-c2ccccc2)cc1,active,398.4400000000001,4.212300000000003,1.0,5.0,6.070581074285707
1013,CHEMBL220793,CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(Br)cc1)S(C)(=O)=O,active,415.26500000000004,3.3321000000000023,0.0,5.0,6.481486060122113
1014,CHEMBL220829,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(Br)cc1,intermediate,401.23800000000006,3.307800000000001,1.0,5.0,5.232844133917819
1015,CHEMBL220792,CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(Cl)cc1)S(C)(=O)=O,intermediate,370.8140000000001,3.2230000000000016,0.0,5.0,5.619788758288394
1016,CHEMBL220774,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(Cl)cc1,active,356.78700000000003,3.1987000000000014,1.0,5.0,6.5376020021010435
1017,CHEMBL376649,CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(F)cc1)S(C)(=O)=O,intermediate,354.35900000000004,2.7087000000000003,0.0,5.0,5.749579997691106
1018,CHEMBL373427,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(F)cc1,active,340.33200000000005,2.684400000000001,1.0,5.0,6.236572006437063
1019,CHEMBL223421,CC(C)c1ccc(COc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)cc1,intermediate,364.42300000000006,3.668700000000002,1.0,5.0,5.127843727251707
1020,CHEMBL224037,COc1ccc(COc2cc([N+](=O)[O-])ccc2N(C)S(C)(=O)=O)cc1,active,366.3950000000001,2.5782000000000007,0.0,6.0,6.327902142064283
1021,CHEMBL223369,COc1ccc(COc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)cc1,intermediate,352.3680000000001,2.5539000000000005,1.0,6.0,5.106793246940152
1022,CHEMBL222260,Cc1ccc(COc2cc([N+](=O)[O-])ccc2N(C)S(C)(=O)=O)cc1,intermediate,350.3960000000001,2.878020000000002,0.0,5.0,5.632644078973981
1023,CHEMBL387386,Cc1ccc(COc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)cc1,intermediate,336.3690000000001,2.853720000000001,1.0,5.0,5.756961951313706
1024,CHEMBL223368,CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1-c1ccccc1)S(C)(=O)=O,active,412.46700000000016,4.236600000000005,0.0,5.0,6.481486060122113
1025,CHEMBL223162,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1-c1ccccc1,active,398.4400000000001,4.212300000000003,1.0,5.0,6.585026652029182
