molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL7162,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,active,680.0
CHEMBL372835,COc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,inactive,25000.0
CHEMBL381883,COc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,inactive,25000.0
CHEMBL202452,CCCCCCOc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,intermediate,4490.0
CHEMBL202471,CCCCCCOc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,intermediate,2670.0
CHEMBL202470,CCCCCCCCCOc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,intermediate,3960.0
CHEMBL202469,CCCCCCCCCOc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,active,910.0
CHEMBL202030,CCC(CC)Oc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,active,230.0
CHEMBL202474,CCC(CC)Oc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,active,300.0
CHEMBL202473,CN(c1ccc([N+](=O)[O-])cc1OC1CCCC1)S(C)(=O)=O,active,440.0
CHEMBL437497,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCC1,active,870.0
CHEMBL204502,CN(c1ccc([N+](=O)[O-])cc1OCC1CCCCC1)S(C)(=O)=O,active,960.0
CHEMBL204501,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCC1CCCCC1,intermediate,1210.0
CHEMBL203869,CC(C)Oc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,intermediate,2810.0
CHEMBL274387,CC(C)Oc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,intermediate,5870.0
CHEMBL382482,CCCOc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,active,760.0
CHEMBL204184,CCCOc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,intermediate,2510.0
CHEMBL204183,CN(c1ccc([N+](=O)[O-])cc1OC1CCCCC1)S(C)(=O)=O,active,470.0
CHEMBL204039,Clc1ccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)cc1,active,9.0
CHEMBL382679,Cn1ccc2cc(C(c3ccc(Cl)cc3)n3ccnc3)ccc21,active,23.7
CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,inactive,29750.0
CHEMBL204483,Clc1cccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)c1,active,29.7
CHEMBL205177,N#Cc1ccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)cc1,active,19.3
CHEMBL41761,CCn1ccc2cc(C(c3ccc(F)cc3)n3ccnc3)ccc21,active,40.0
CHEMBL203981,Fc1ccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)cc1,active,26.3
CHEMBL204039,Clc1ccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)cc1,active,15.3
CHEMBL204039,Clc1ccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)cc1,active,45.0
CHEMBL205782,C1=C(c2cccnc2)Cc2ccccc21,inactive,36000.0
CHEMBL206070,CC1CC(c2cccnc2)=Cc2ccccc21,intermediate,3551.0
CHEMBL206550,CC1Cc2ccccc2C=C1c1cccnc1,intermediate,1787.0
CHEMBL205503,CCC1=C(c2cccnc2)CCc2ccccc21,intermediate,1507.0
CHEMBL206283,CC1=C(c2cccnc2)CCc2ccccc21,intermediate,6045.0
CHEMBL206351,COc1ccc2c(c1)CCC(c1cccnc1)=C2,active,814.0
CHEMBL206300,COc1ccc2c(c1)C=C(c1cccnc1)C2,inactive,36000.0
CHEMBL205881,C1=C(c2cccnc2)CCc2ccccc21,intermediate,4073.0
CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,active,30.0
CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,active,40.0
CHEMBL212473,COc1ccc(-c2oc3ccccc3c(=O)c2Cn2ccnc2)cc1,active,79.43
CHEMBL212473,COc1ccc(-c2oc3ccccc3c(=O)c2Cn2ccnc2)cc1,active,80.0
CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,active,52.0
CHEMBL209731,N#Cc1ccc(-c2oc3ccccc3c(=O)c2Cn2ccnc2)cc1,active,69.0
CHEMBL377766,O=c1c(Cn2ccnc2)c(-c2ccc(Br)cc2)oc2ccccc12,active,440.0
CHEMBL213588,O=c1c(Cn2ccnc2)c(-c2ccc([N+](=O)[O-])cc2)oc2ccccc12,active,44.67
CHEMBL213588,O=c1c(Cn2ccnc2)c(-c2ccc([N+](=O)[O-])cc2)oc2ccccc12,active,45.0
CHEMBL213587,O=c1c(Cn2ccnc2)c(-c2ccccc2)oc2ccccc12,active,71.0
CHEMBL377626,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(C#N)cc3)oc2c1,intermediate,1819.7
CHEMBL377626,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(C#N)cc3)oc2c1,intermediate,1800.0
CHEMBL209047,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(Br)cc3)oc2c1,intermediate,4073.8
CHEMBL209047,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(Br)cc3)oc2c1,intermediate,4100.0
CHEMBL212168,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc([N+](=O)[O-])cc3)oc2c1,active,467.74
CHEMBL212168,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc([N+](=O)[O-])cc3)oc2c1,active,470.0
CHEMBL158635,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccccc3)oc2c1,active,550.0
CHEMBL158635,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccccc3)oc2c1,active,549.54
CHEMBL213587,O=c1c(Cn2ccnc2)c(-c2ccccc2)oc2ccccc12,active,70.79
CHEMBL377766,O=c1c(Cn2ccnc2)c(-c2ccc(Br)cc2)oc2ccccc12,active,436.52
CHEMBL209731,N#Cc1ccc(-c2oc3ccccc3c(=O)c2Cn2ccnc2)cc1,active,69.18
CHEMBL376473,COc1cc(O)c2c(c1)O[C@]1(C)[C@@H](O)[C@@H](C)C[C@H](O)[C@@H]1C2=O,inactive,28300.0
CHEMBL222250,CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1)S(C)(=O)=O,active,810.0
CHEMBL376649,CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(F)cc1)S(C)(=O)=O,intermediate,1780.0
CHEMBL222260,Cc1ccc(COc2cc([N+](=O)[O-])ccc2N(C)S(C)(=O)=O)cc1,intermediate,2330.0
CHEMBL223368,CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1-c1ccccc1)S(C)(=O)=O,active,330.0
CHEMBL374535,CN(c1ccc([N+](=O)[O-])cc1OCc1ccc2ccccc2c1)S(C)(=O)=O,intermediate,2680.0
CHEMBL376303,CN(c1ccc([N+](=O)[O-])cc1OCc1ccc([N+](=O)[O-])cc1)S(C)(=O)=O,active,490.0
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,inactive,27000.0
CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,active,900.0
CHEMBL375292,Cc1ncc2c(n1)-c1ccccc1C2n1ccnc1,intermediate,2850.0
CHEMBL387518,O=C1c2ccccc2-c2nnc(Cn3ccnc3)cc21,inactive,26630.0
CHEMBL225447,c1ccc2c(c1)-c1ccccc1C2n1ccnc1,intermediate,2850.0
CHEMBL223874,c1ccc(C2(n3ccnc3)c3ccccc3-c3ccccc32)cc1,active,74.0
CHEMBL387892,COc1ccc2cc(Cn3ccnc3)c(=O)oc2c1,intermediate,2820.0
CHEMBL427247,O=c1cc(Cn2ccnc2)c2ccccc2o1,intermediate,2100.0
CHEMBL225472,COc1ccc2c(Cn3ccnc3)cc(=O)oc2c1,active,280.0
CHEMBL388604,COc1ccc2c(Cn3cncn3)cc(=O)oc2c1,intermediate,3600.0
CHEMBL225178,O=c1cc(OCCn2ccnc2)c2ccccc2o1,active,760.0
CHEMBL437731,O=c1cc(Cn2ccnc2)c2ccc(Oc3ccccc3)cc2o1,active,51.0
CHEMBL375046,COc1cc(Cn2ccnc2)c2ccc(=O)oc2c1,active,168.0
CHEMBL224228,O=c1ccc2cc(Cn3ccnc3)ccc2o1,active,144.0
CHEMBL224649,O=c1ccc2ccc(Cn3ccnc3)cc2o1,active,680.0
CHEMBL224786,O=c1oc2ccccc2c(Cn2ccnc2)c1-c1ccccc1,intermediate,5130.0
CHEMBL224787,COc1ccc2c(-c3ccccc3)c(Cn3ccnc3)c(=O)oc2c1,active,106.0
CHEMBL225499,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccccc3)cc2o1,active,150.0
CHEMBL224600,S=c1ccc2cc(Cn3ccnc3)ccc2o1,intermediate,1130.0
CHEMBL375292,Cc1ncc2c(n1)-c1ccccc1C2n1ccnc1,intermediate,2818.38
CHEMBL387518,O=C1c2ccccc2-c2nnc(Cn3ccnc3)cc21,inactive,26915.35
CHEMBL225447,c1ccc2c(c1)-c1ccccc1C2n1ccnc1,intermediate,2818.38
CHEMBL223874,c1ccc(C2(n3ccnc3)c3ccccc3-c3ccccc32)cc1,active,74.13
CHEMBL376371,c1ccc(C2(n3cncn3)c3ccccc3-c3ccccc32)cc1,intermediate,3981.07
CHEMBL387892,COc1ccc2cc(Cn3ccnc3)c(=O)oc2c1,intermediate,2818.38
CHEMBL427247,O=c1cc(Cn2ccnc2)c2ccccc2o1,intermediate,2089.3
CHEMBL225472,COc1ccc2c(Cn3ccnc3)cc(=O)oc2c1,active,281.84
CHEMBL388604,COc1ccc2c(Cn3cncn3)cc(=O)oc2c1,intermediate,3630.78
CHEMBL225178,O=c1cc(OCCn2ccnc2)c2ccccc2o1,active,758.58
CHEMBL375497,COc1ccc2c(OCCn3ccnc3)cc(=O)oc2c1,inactive,100000.0
CHEMBL437731,O=c1cc(Cn2ccnc2)c2ccc(Oc3ccccc3)cc2o1,active,51.29
CHEMBL375046,COc1cc(Cn2ccnc2)c2ccc(=O)oc2c1,active,169.82
CHEMBL224228,O=c1ccc2cc(Cn3ccnc3)ccc2o1,active,144.54
CHEMBL224649,O=c1ccc2ccc(Cn3ccnc3)cc2o1,active,676.08
CHEMBL223929,O=c1ccc2ccc(Cn3cncn3)cc2o1,inactive,31622.78
CHEMBL390152,O=c1ccc2ccc(OCCn3ccnc3)cc2o1,inactive,31622.78
CHEMBL223983,COc1ccc2ccc(=O)oc2c1Cn1ccnc1,inactive,31622.78
CHEMBL224786,O=c1oc2ccccc2c(Cn2ccnc2)c1-c1ccccc1,intermediate,5128.61
CHEMBL224787,COc1ccc2c(-c3ccccc3)c(Cn3ccnc3)c(=O)oc2c1,active,107.15
CHEMBL225499,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccccc3)cc2o1,active,151.36
CHEMBL224600,S=c1ccc2cc(Cn3ccnc3)ccc2o1,intermediate,1122.02
CHEMBL390569,COc1ccc2c(c1)CCC(Cc1cnc[nH]1)=C2C,inactive,17000.0
CHEMBL376371,c1ccc(C2(n3cncn3)c3ccccc3-c3ccccc32)cc1,intermediate,4000.0
CHEMBL31215,N#Cc1ccc([C@@H]2CCCc3cncn32)cc1,active,16.98
CHEMBL224665,O=c1c([C@@H](c2ccc([N+](=O)[O-])cc2)n2ccnc2)coc2ccccc12,active,2.3
CHEMBL224665,O=c1c([C@@H](c2ccc([N+](=O)[O-])cc2)n2ccnc2)coc2ccccc12,active,2.291
CHEMBL31215,N#Cc1ccc([C@@H]2CCCc3cncn32)cc1,active,17.0
CHEMBL26065,O=C1/C(=C/c2ccncc2)Cc2cc(O)ccc21,inactive,21877.62
CHEMBL451201,N#Cc1ccc([C@@H](c2coc3ccccc3c2=O)n2ccnc2)cc1,active,630.0
CHEMBL451201,N#Cc1ccc([C@@H](c2coc3ccccc3c2=O)n2ccnc2)cc1,active,630.96
CHEMBL225079,N#Cc1ccc([C@H](c2coc3ccccc3c2=O)n2ccnc2)cc1,active,110.0
CHEMBL225079,N#Cc1ccc([C@H](c2coc3ccccc3c2=O)n2ccnc2)cc1,active,109.65
CHEMBL376786,O=c1c([C@H](c2ccc(Br)cc2)n2ccnc2)coc2ccccc12,active,290.0
CHEMBL376786,O=c1c([C@H](c2ccc(Br)cc2)n2ccnc2)coc2ccccc12,active,288.4
CHEMBL522917,O=c1c([C@@H](c2ccc(Br)cc2)n2ccnc2)coc2ccccc12,active,49.0
CHEMBL522917,O=c1c([C@@H](c2ccc(Br)cc2)n2ccnc2)coc2ccccc12,active,48.98
CHEMBL525379,O=c1c([C@H](c2ccc([N+](=O)[O-])cc2)n2ccnc2)coc2ccccc12,active,96.0
CHEMBL525379,O=c1c([C@H](c2ccc([N+](=O)[O-])cc2)n2ccnc2)coc2ccccc12,active,95.5
CHEMBL285155,COc1ccc2c(c1)C/C(=C/c1ccncc1)C2=O,intermediate,6309.57
CHEMBL442262,COc1ccc2c(c1)C/C(=C\c1ccncc1)C2=O,intermediate,4786.3
CHEMBL23334,COc1cccc2c1C/C(=C/c1ccncc1)C2=O,intermediate,3715.35
CHEMBL288093,COc1cccc2c1C/C(=C\c1ccncc1)C2=O,inactive,22908.68
CHEMBL285973,O=C1/C(=C\c2ccncc2)Cc2ccccc21,intermediate,5495.41
CHEMBL23150,O=C1/C(=C/c2ccncc2)Cc2ccccc21,inactive,25118.86
CHEMBL376039,O=C1/C(=C/c2ccncc2)CCc2c1ccc1c2CCCC1,inactive,10000.0
CHEMBL388959,O=C1/C(=C\c2ccncc2)CCc2ccccc21,inactive,12022.64
CHEMBL419131,COc1ccc2c(c1)C(=O)/C(=C/c1ccncc1)CC2,intermediate,3019.95
CHEMBL91992,O=C1/C(=C/c2ccncc2)CCc2cc(O)ccc21,intermediate,8709.64
CHEMBL92488,O=C1/C(=C/c2ccncc2)CCc2c(O)cccc21,active,691.83
CHEMBL419131,COc1ccc2c(c1)C(=O)/C(=C/c1ccncc1)CC2,inactive,12882.5
CHEMBL328217,COc1ccc2c(c1)CC/C(=C\c1ccncc1)C2=O,intermediate,8912.51
CHEMBL91101,COc1cccc2c1CC/C(=C\c1ccncc1)C2=O,intermediate,6309.57
CHEMBL90585,O=C1/C(=C/c2ccncc2)CCc2ccccc21,intermediate,9332.54
CHEMBL225378,N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2ccnc2)cc1,active,870.96
CHEMBL225360,N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2ncnn2)cc1,active,147.91
CHEMBL388515,N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2ccnn2)cc1,active,95.5
CHEMBL225550,N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2cncn2)cc1,active,61.66
CHEMBL224462,CCC(c1ccc(C#N)cc1)(c1ccc(C#N)cc1)n1cncn1,active,93.33
CHEMBL388187,CC(c1ccc(C#N)cc1)(c1ccc(C#N)cc1)n1cncn1,active,43.65
CHEMBL223555,N#Cc1ccc(C(=C2CCCCC2)n2cncn2)cc1,active,95.5
CHEMBL223554,N#Cc1ccc(C(c2ccc(C#N)cc2)c2cccnc2)cc1,active,58.88
CHEMBL223452,N#Cc1ccc(C(c2ccc(C#N)cc2)c2cncnc2)cc1,active,288.4
CHEMBL224790,N#Cc1ccc(C(c2ccc(C#N)cc2)n2ncnn2)cc1,active,5.754
CHEMBL224789,N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnn2)cc1,active,57.54
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,active,52.48
CHEMBL225053,N#Cc1ccc(C2(n3ccnc3)CCCC2)cc1,active,37.15
CHEMBL225128,CC(C)(c1ccc(C#N)cc1)n1ccnc1,active,95.5
CHEMBL349822,N#Cc1ccc(Cn2ccnc2)cc1,intermediate,1096.48
CHEMBL13784,O=[N+]([O-])c1ccc(Cn2ccnc2)cc1,active,28.18
CHEMBL223176,O=C(c1ccccc1)c1ccc(Cn2ccnc2)cc1,active,47.86
CHEMBL211207,Brc1ccc(Cn2ccnc2)cc1,active,338.84
CHEMBL163922,N#Cc1cccc(Cn2ccnc2)c1,intermediate,3715.35
CHEMBL374934,N#Cc1ccccc1Cn1ccnc1,active,47.86
CHEMBL224391,Cc1oc2c(C#N)ccc(Cn3ccnc3)c2c1C,active,18.2
CHEMBL375043,N#Cc1ccc(Cn2ccnc2)c2ccccc12,active,10.96
CHEMBL31456,N#Cc1ccc(/C(=N\c2ccc(Br)cc2)n2ccnc2)cc1,active,38.02
CHEMBL29482,N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnc2)cc1,active,18.2
CHEMBL285809,N#Cc1ccc(C2(c3ccc(C#N)cc3)CCCc3cncn32)cc1,active,870.96
CHEMBL31224,N#Cc1ccc2c(c1)CCC=C2n1ccnc1,active,15.49
CHEMBL31760,C=C(c1ccc(C#N)cc1)n1ccnc1,active,4.169
CHEMBL287677,N#Cc1ccc([C@H]2CCCc3cncn32)cc1,intermediate,2290.87
CHEMBL350922,O=c1c2ccccc2oc2cc(Cn3ccnc3)ccc12,active,389.05
CHEMBL78322,O=c1c2ccccc2oc2c(Br)ccc(Cn3ccnc3)c12,active,933.25
CHEMBL307160,O=c1c2ccccc2oc2c([N+](=O)[O-])ccc(Cn3ccnc3)c12,active,977.24
CHEMBL442373,N#Cc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,intermediate,2290.87
CHEMBL421829,O=c1c2ccccc2oc2c(Cn3ccnc3)ccc(Br)c12,active,89.13
CHEMBL159073,O=c1c2ccccc2oc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,active,39.81
CHEMBL421149,N#Cc1ccc(Cn2ccnc2)c2oc3ccccc3c(=O)c12,active,42.66
CHEMBL158635,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccccc3)oc2c1,active,549.54
CHEMBL223607,O=c1ccoc2cc(Cn3cncn3)ccc12,intermediate,3715.35
CHEMBL158984,O=c1ccoc2cc(Cn3ccnc3)ccc12,active,100.0
CHEMBL161530,O=c1ccoc2c(Cn3ccnc3)ccc(Br)c12,intermediate,2089.3
CHEMBL351167,O=c1ccoc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,intermediate,1096.48
CHEMBL161230,N#Cc1ccc(Cn2ccnc2)c2occc(=O)c12,active,239.88
CHEMBL2096873,COc1cc2c(cc1Br)CC[C@@H]1[C@@H](c3ccncc3)[C@H]21,intermediate,2818.38
CHEMBL225497,COc1cc2c(cc1Br)CC[C@H]1[C@H](c3ccncc3)[C@@H]21,active,933.25
CHEMBL2096872,COc1ccc2c(c1)[C@@H]1[C@H](CC2)[C@H]1c1ccncc1,inactive,10000.0
CHEMBL223717,COc1ccc2c(c1)[C@H]1[C@@H](CC2)[C@@H]1c1ccncc1,active,30.2
CHEMBL519436,Cn1nnc2ccc([C@@H](c3ccc(Cl)cc3)n3cncn3)cc21,active,3.981
CHEMBL224060,Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,active,1.413
CHEMBL389433,Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,active,44.67
CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,active,15.14
CHEMBL229944,COCOc1ccc(C(=O)/C=C/c2ccc(OCOC)c(CC=C(C)C)c2)c(O)c1,inactive,242400.0
CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,active,270.0
CHEMBL228985,COc1ccc2c(c1)OC(c1ccc(OCC=C(C)C)cc1)CC2=O,inactive,28650.0
CHEMBL390364,COc1ccc(C(=O)/C=C/c2ccc(OCC=C(C)C)cc2)c(O)c1,inactive,271400.0
CHEMBL229908,COc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1,intermediate,1860.0
CHEMBL229907,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,inactive,351700.0
CHEMBL229906,COc1ccc2c(c1)OC(c1cccc(CC=C(C)C)c1)CC2=O,intermediate,4670.0
CHEMBL229905,COc1ccc(C(=O)/C=C/c2cccc(CC=C(C)C)c2)c(O)c1,inactive,310200.0
CHEMBL1162951,COc1ccc(C2CC(=O)c3ccccc3O2)cc1CC=C(C)C,inactive,12100.0
CHEMBL388375,COc1ccc(/C=C/C(O)c2ccccc2O)cc1CC=C(C)C,inactive,310170.0
CHEMBL229635,COc1ccc2c(c1)OC(c1ccc(OC)c(CC=C(C)C)c1)CC2=O,intermediate,3670.0
CHEMBL229633,COc1ccc(C(=O)/C=C/c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,inactive,283750.0
CHEMBL388374,COc1ccc2c(c1)OC(c1ccc(O)c(CC=C(C)C)c1)CC2=O,intermediate,4750.0
CHEMBL229841,COc1ccc(C(=O)/C=C/c2ccc(O)c(CC=C(C)C)c2)c(O)c1,inactive,295500.0
CHEMBL229790,COCOc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1CC=C(C)C,inactive,25140.0
CHEMBL390731,COCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1CC=C(C)C,inactive,261500.0
CHEMBL229789,COc1ccc(C2CC(=O)c3ccc(O)cc3O2)cc1CC=C(C)C,intermediate,4080.0
CHEMBL389925,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1CC=C(C)C,inactive,82940.0
CHEMBL425670,COCOc1ccc2c(c1)OC(c1ccc(OC)c(CC=C(C)C)c1)CC2=O,intermediate,7670.0
CHEMBL229893,COCOc1ccc(C(=O)/C=C/c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,inactive,261500.0
CHEMBL558103,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)ccc1O,inactive,40950.0
CHEMBL229885,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,inactive,308300.0
CHEMBL229945,COCOc1ccc2c(c1)OC(c1ccc(OCOC)c(CC=C(C)C)c1)CC2=O,inactive,13950.0
CHEMBL229094,COc1ccc(C(=O)CC(O)c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,inactive,54670.0
CHEMBL229861,CC[C@H]1[C@@H]2[C@@H](O)CCN2C(=O)N1c1ccc(C#N)c(Cl)c1C,inactive,100000.0
CHEMBL108425,N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1,active,0.5
CHEMBL226999,N#Cc1ccc(N(Cc2ccc(C(F)(F)F)c(O)c2)n2cnnc2)cc1,active,0.4
CHEMBL388093,COc1ccc(CN(c2ccc(C#N)cc2)n2cnnc2)cc1O,active,1.2
CHEMBL226947,N#Cc1ccc(N(Cc2ccc(Br)c(O)c2)n2cnnc2)cc1,active,0.5
CHEMBL226946,N#Cc1ccc(N(Cc2ccc(Cl)c(O)c2)n2cnnc2)cc1,active,0.18
CHEMBL390079,N#Cc1ccc(N(Cc2ccc(F)c(O)c2)n2cnnc2)cc1,active,0.6
CHEMBL390078,N#Cc1ccc(N(Cc2cccc(O)c2)n2cnnc2)cc1,active,2.8
CHEMBL226945,COc1ccc(CN(c2ccc(C#N)cc2)n2cnnc2)cc1OS(N)(=O)=O,active,12.0
CHEMBL226893,N#Cc1ccc(N(Cc2ccc(Br)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,active,3.9
CHEMBL390077,N#Cc1ccc(N(Cc2ccc(Cl)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,active,0.92
CHEMBL226892,N#Cc1ccc(N(Cc2ccc(F)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,active,0.77
CHEMBL226891,N#Cc1ccc(N(Cc2c(F)c(F)c(O)c(F)c2F)n2cnnc2)cc1,active,159.0
CHEMBL226843,N#Cc1ccc(N(Cc2cc(Cl)c(O)c(Cl)c2)n2cnnc2)cc1,active,7.6
CHEMBL388507,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1O,active,0.51
CHEMBL226842,N#Cc1ccc(N(Cc2ccc(O)c(C(F)(F)F)c2)n2cnnc2)cc1,active,0.88
CHEMBL226841,N#Cc1ccc(N(Cc2ccc(O)c(C#N)c2)n2cnnc2)cc1,active,24.0
CHEMBL226791,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1O,active,2.8
CHEMBL226790,N#Cc1ccc(N(Cc2ccc(O)c(I)c2)n2cnnc2)cc1,active,0.33
CHEMBL388506,N#Cc1ccc(N(Cc2ccc(O)c(Br)c2)n2cnnc2)cc1,active,1.1
CHEMBL226789,N#Cc1ccc(N(Cc2ccc(O)c(Cl)c2)n2cnnc2)cc1,active,2.5
CHEMBL226738,N#Cc1ccc(N(Cc2ccc(O)c(F)c2)n2cnnc2)cc1,active,2.9
CHEMBL388291,N#Cc1ccc(N(Cc2ccc(O)cc2)n2cnnc2)cc1,active,23.0
CHEMBL390717,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1OS(N)(=O)=O,active,2.9
CHEMBL226737,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(C#N)c2)n2cnnc2)cc1,active,27.0
CHEMBL226736,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1OS(N)(=O)=O,active,42.0
CHEMBL390496,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(I)c2)n2cnnc2)cc1,active,1.5
CHEMBL244795,O=C(c1ccccc1)c1ccccc1Cn1ccnc1,active,560.0
CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,active,52.0
CHEMBL242454,O=C(c1ccccc1)c1cc(Br)ccc1Cn1ccnc1,active,400.0
CHEMBL243756,O=C(c1ccc(-c2ccccc2)cc1)c1cc([N+](=O)[O-])ccc1Cn1ccnc1,active,17.7
CHEMBL243755,O=C(c1ccccc1)c1cc([N+](=O)[O-])ccc1Cn1ccnc1,active,25.9
CHEMBL388930,O=C(c1ccccc1)c1cc(Cn2ccnc2)ccc1[N+](=O)[O-],active,31.0
CHEMBL223176,O=C(c1ccccc1)c1ccc(Cn2ccnc2)cc1,active,252.0
CHEMBL243961,O=C(c1ccc(-c2ccccc2)cc1)c1cccc(Cn2ccnc2)c1,active,5.3
CHEMBL243960,O=C(c1ccc(-c2ccccc2)cc1)c1ccccc1Cn1ccnc1,active,260.0
CHEMBL397728,O=C(c1ccccc1)c1cccc(Cn2ccnc2)c1,active,7.3
CHEMBL274318,O=C1CC(c2ccccc2)Oc2ccccc21,inactive,28000.0
CHEMBL283196,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,intermediate,2000.0
CHEMBL404225,O=C1CC(c2ccccc2)Oc2c1ccc1ccccc21,intermediate,4300.0
CHEMBL97542,O=C1CC(c2ccccc2)Oc2cc(O)ccc21,intermediate,3800.0
CHEMBL9687,COc1ccc2c(c1)OC(c1ccccc1)CC2=O,intermediate,8000.0
CHEMBL256665,O=C1CC(c2ccc(O)cc2)Oc2c1ccc1ccccc21,active,630.0
CHEMBL439241,O=C1CC(c2cccc(O)c2)Oc2c1ccc1ccccc21,active,610.0
CHEMBL255108,N#Cc1ccc(C2CC(=O)c3ccc4ccccc4c3O2)cc1,intermediate,1540.0
CHEMBL258257,N#Cc1cccc(C2CC(=O)c3ccc4ccccc4c3O2)c1,intermediate,1370.0
CHEMBL252642,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,intermediate,2100.0
CHEMBL255110,O=C1CC(c2cccc(O)c2)Oc2cc(O)ccc21,intermediate,3400.0
