molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL1173065,COc1cc(/C=C/c2cccc(N)c2)cc(OC)c1OC,inactive,16420.0
CHEMBL87477,COc1cc(/C=C/c2ccc(N)cc2)cc(OC)c1OC,active,900.0
CHEMBL1173067,COc1ccc(/C=C/c2ccc(N)cc2)c(OC)c1OC,intermediate,3570.0
CHEMBL1170663,COc1cc(/C=C/c2ccc(N)cc2)c(OC)c(OC)c1,intermediate,2280.0
CHEMBL1173129,Nc1cccc(/C=C/c2ccc3c(c2)OCO3)c1,inactive,21860.0
CHEMBL1173130,Nc1ccc(/C=C/c2ccc3c(c2)OCO3)cc1,intermediate,8490.0
CHEMBL1173131,O=[N+]([O-])c1ccc(/C=C/c2cccc([N+](=O)[O-])c2)cc1,intermediate,8330.0
CHEMBL1173573,COc1cccc(/C=C/c2ccc(N)cc2)c1,intermediate,3080.0
CHEMBL1171818,COc1cc(CCc2ccc(N)cc2)cc(OC)c1,intermediate,2760.0
CHEMBL1171680,COc1ccc(CCc2ccc(N)cc2)cc1OC,active,670.0
CHEMBL86928,COc1cc(CCc2ccc(N)cc2)cc(OC)c1OC,intermediate,2790.0
CHEMBL1172396,Nc1ccc(CCc2cccc(N)c2)cc1,intermediate,3210.0
CHEMBL1171628,Nc1ccc(/C=C/c2cccc(N)c2)cc1,intermediate,7470.0
CHEMBL1171091,Nc1ccc(/C=C/c2cc(N)cc(N)c2)cc1,intermediate,8510.0
CHEMBL1172400,CC(=O)Oc1cc(/C=C/c2ccc(N)cc2)cc(OC(C)=O)c1,intermediate,2940.0
CHEMBL1172402,Nc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,intermediate,5000.0
CHEMBL162549,O=C(Cn1ccnc1)c1ccc([N+](=O)[O-])cc1,active,190.0
CHEMBL162431,Nc1ccc(C(=O)Cn2ccnc2)cc1,intermediate,1840.0
CHEMBL1170678,COc1cc(/C=C(\Cn2ccnc2)c2ccc([N+](=O)[O-])cc2)cc(OC)c1,active,70.0
CHEMBL1170893,COc1cc(/C=C(\Cn2ccnc2)c2ccc(N)cc2)cc(OC)c1,active,36.0
CHEMBL1172882,Oc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,active,663.0
CHEMBL1173259,CC(C)=C(c1ccncc1)c1ccc(-c2cccc(O)c2)cc1,inactive,12000.0
CHEMBL1173260,Oc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1F,intermediate,1670.0
CHEMBL1173335,CC(C)=C(c1ccncc1)c1ccc(-c2ccc(O)c(F)c2)cc1,intermediate,5750.0
CHEMBL1172779,Oc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1O,intermediate,2440.0
CHEMBL1172847,CC(C)=C(c1ccncc1)c1ccc(-c2ccc(O)c(O)c2)cc1,intermediate,9500.0
CHEMBL1171987,Nc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,intermediate,2830.0
CHEMBL1173326,CC(C)=C(c1ccncc1)c1ccc(-c2cccc(N)c2)cc1,intermediate,5060.0
CHEMBL1171991,CC(C)=C(c1ccncc1)c1ccc(-c2ccc(N)c(N)c2)cc1,inactive,49500.0
CHEMBL1172842,CC(C)=C(c1ccncc1)c1ccc(-c2ccc3cc(O)ccc3c2)cc1,inactive,48700.0
CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,inactive,50000.0
CHEMBL254328,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,inactive,50000.0
CHEMBL1173327,Nc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1N,inactive,24560.0
CHEMBL1215664,Oc1ccc(-c2ccc(C(O)c3ccncc3)cc2)cc1,intermediate,3070.0
CHEMBL1215665,Nc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1,inactive,24500.0
CHEMBL1171987,Nc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,intermediate,2830.0
CHEMBL1173327,Nc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1N,inactive,25000.0
CHEMBL1172882,Oc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,active,663.0
CHEMBL1172779,Oc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1O,intermediate,2440.0
CHEMBL1173260,Oc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1F,intermediate,2693.0
CHEMBL364080,C(=C1\CCc2ccccc21)\c1cccnc1,intermediate,2040.0
CHEMBL363621,C(=C1/CCc2ccccc21)\c1cccnc1,intermediate,3550.0
CHEMBL193606,C(=C1\CCCc2ccccc21)\c1cccnc1,intermediate,6580.0
CHEMBL365120,C(=C1/CCCc2ccccc21)\c1cccnc1,intermediate,3790.0
CHEMBL193997,Fc1ccc2c(c1)CC/C2=C\c1cccnc1,intermediate,2540.0
CHEMBL383806,Fc1ccc2c(c1)CC/C2=C/c1cccnc1,intermediate,2490.0
CHEMBL383807,Clc1ccc2c(c1)CC/C2=C\c1cccnc1,intermediate,4260.0
CHEMBL193652,Clc1ccc2c(c1)CC/C2=C/c1cccnc1,intermediate,4050.0
CHEMBL194440,Brc1ccc2c(c1)CC/C2=C\c1cccnc1,intermediate,7830.0
CHEMBL176118,Brc1ccc2c(c1)CC/C2=C/c1cccnc1,intermediate,7370.0
CHEMBL176609,COc1ccc2c(c1)CC/C2=C\c1cccnc1,intermediate,4310.0
CHEMBL176101,COc1ccc2c(c1)CC/C2=C/c1cccnc1,intermediate,5570.0
CHEMBL362441,COc1ccc2c(c1)CCC/C2=C\c1cccnc1,intermediate,1130.0
CHEMBL176098,COc1ccc2c(c1)CCC/C2=C/c1cccnc1,intermediate,4000.0
CHEMBL366669,COc1cc2c(cc1OC)/C(=C/c1cccnc1)CCC2,active,980.0
CHEMBL425323,CCOc1ccc2c(c1)CC/C2=C\c1cccnc1,intermediate,7080.0
CHEMBL176886,CCOc1ccc2c(c1)CC/C2=C/c1cccnc1,intermediate,7680.0
CHEMBL175550,Cc1ccc2c(c1)/C(=C/c1cccnc1)CC2,intermediate,3930.0
CHEMBL366570,Cc1ccc2c(c1)/C(=C\c1cccnc1)CC2,intermediate,4600.0
CHEMBL368305,Cc1cccc2c1CC/C2=C\c1cccnc1,intermediate,4720.0
CHEMBL176009,Cc1cccc2c1CC/C2=C/c1cccnc1,inactive,12630.0
CHEMBL366490,Fc1cccc2c1CC/C2=C\c1cccnc1,intermediate,1810.0
CHEMBL176076,Fc1cccc2c1CC/C2=C/c1cccnc1,active,180.0
CHEMBL176287,Clc1cccc2c1CC/C2=C\c1cccnc1,active,130.0
CHEMBL369623,Clc1cccc2c1CC/C2=C/c1cccnc1,active,230.0
CHEMBL175962,C(=C1\CCc2ccccc21)\c1ccncc1,intermediate,6700.0
CHEMBL179149,C(=C1/CCc2ccccc21)\c1ccncc1,inactive,12730.0
CHEMBL360026,C(=C1\CCCc2ccccc21)\c1ccncc1,active,650.0
CHEMBL424960,Fc1ccc2c(c1)CC/C2=C\c1ccncc1,intermediate,1550.0
CHEMBL179144,Fc1ccc2c(c1)CC/C2=C/c1ccncc1,active,800.0
CHEMBL175554,Clc1ccc2c(c1)CC/C2=C\c1ccncc1,intermediate,5430.0
CHEMBL175799,Clc1ccc2c(c1)CC/C2=C/c1ccncc1,intermediate,1990.0
CHEMBL366773,Brc1ccc2c(c1)CC/C2=C\c1ccncc1,intermediate,3400.0
CHEMBL179222,Brc1ccc2c(c1)CC/C2=C/c1ccncc1,intermediate,3960.0
CHEMBL175609,COc1ccc2c(c1)CC/C2=C/c1ccncc1,intermediate,3720.0
CHEMBL175979,COc1ccc2c(c1)CCC/C2=C\c1ccncc1,active,800.0
CHEMBL193496,COc1ccc2c(c1)CCC/C2=C/c1ccncc1,intermediate,1010.0
CHEMBL365314,COc1ccc2c(c1)/C(=C/c1ccncc1)CC2,active,280.0
CHEMBL370281,COc1ccc2c(c1)/C(=C\c1ccncc1)CC2,active,770.0
CHEMBL193858,COc1cc2c(cc1OC)/C(=C/c1ccncc1)CCC2,active,90.0
CHEMBL371742,Cc1ccc2c(c1)/C(=C/c1ccncc1)CC2,intermediate,1280.0
CHEMBL192077,Cc1ccc2c(c1)/C(=C\c1ccncc1)CC2,intermediate,1710.0
CHEMBL192155,COc1ccc2c(c1)CC/C2=C\c1cncs1,intermediate,4330.0
CHEMBL195354,COc1ccc2c(c1)CC/C2=C/c1cncs1,intermediate,4830.0
CHEMBL195248,Fc1ccc2c(c1)CC/C2=C\c1cncnc1,intermediate,7450.0
CHEMBL370530,Fc1ccc2c(c1)CC/C2=C\c1cccc2cnccc12,active,720.0
CHEMBL363849,Fc1ccc2c(c1)CC/C2=C/c1cccc2cnccc12,intermediate,1940.0
CHEMBL194928,C(=C1c2ccccc2-c2ccccc21)c1cccnc1,intermediate,4810.0
CHEMBL383145,C(=C1c2ccccc2-c2ccccc21)c1ccncc1,intermediate,2740.0
CHEMBL370317,C(=C(c1ccccc1)c1ccccc1)c1cccnc1,intermediate,3680.0
CHEMBL373074,CC1C/C(=C/c2cccnc2)c2ccccc21,intermediate,2800.0
CHEMBL193555,C(=C1\CC(c2ccccc2)c2ccccc21)\c1cccnc1,intermediate,4060.0
CHEMBL364080,C(=C1\CCc2ccccc21)\c1cccnc1,inactive,2041737.94
CHEMBL363621,C(=C1/CCc2ccccc21)\c1cccnc1,inactive,3548133.89
CHEMBL193606,C(=C1\CCCc2ccccc21)\c1cccnc1,inactive,6576578.37
CHEMBL365120,C(=C1/CCCc2ccccc21)\c1cccnc1,inactive,3793149.85
CHEMBL193997,Fc1ccc2c(c1)CC/C2=C\c1cccnc1,inactive,2540972.71
CHEMBL383806,Fc1ccc2c(c1)CC/C2=C/c1cccnc1,inactive,2488857.32
CHEMBL383807,Clc1ccc2c(c1)CC/C2=C\c1cccnc1,inactive,4255984.13
CHEMBL193652,Clc1ccc2c(c1)CC/C2=C/c1cccnc1,inactive,4045758.92
CHEMBL194440,Brc1ccc2c(c1)CC/C2=C\c1cccnc1,inactive,7834296.43
CHEMBL176118,Brc1ccc2c(c1)CC/C2=C/c1cccnc1,inactive,7362070.97
CHEMBL176609,COc1ccc2c(c1)CC/C2=C\c1cccnc1,inactive,4305266.1
CHEMBL176101,COc1ccc2c(c1)CC/C2=C/c1cccnc1,inactive,5571857.49
CHEMBL362441,COc1ccc2c(c1)CCC/C2=C\c1cccnc1,inactive,1129795.91
CHEMBL176098,COc1ccc2c(c1)CCC/C2=C/c1cccnc1,inactive,3999447.5
CHEMBL366669,COc1cc2c(cc1OC)/C(=C/c1cccnc1)CCC2,inactive,979489.99
CHEMBL425323,CCOc1ccc2c(c1)CC/C2=C\c1cccnc1,inactive,7079457.84
CHEMBL176886,CCOc1ccc2c(c1)CC/C2=C/c1cccnc1,inactive,7673614.89
CHEMBL175550,Cc1ccc2c(c1)/C(=C/c1cccnc1)CC2,inactive,3926449.35
CHEMBL366570,Cc1ccc2c(c1)/C(=C\c1cccnc1)CC2,inactive,4602565.74
CHEMBL368305,Cc1cccc2c1CC/C2=C\c1cccnc1,inactive,4720630.41
CHEMBL176009,Cc1cccc2c1CC/C2=C/c1cccnc1,inactive,12618275.35
CHEMBL366490,Fc1cccc2c1CC/C2=C\c1cccnc1,inactive,1811340.09
CHEMBL176076,Fc1cccc2c1CC/C2=C/c1cccnc1,inactive,179887.09
CHEMBL176287,Clc1cccc2c1CC/C2=C\c1cccnc1,inactive,130016.96
CHEMBL369623,Clc1cccc2c1CC/C2=C/c1cccnc1,inactive,230144.18
CHEMBL175962,C(=C1\CCc2ccccc21)\c1ccncc1,inactive,6698846.09
CHEMBL179149,C(=C1/CCc2ccccc21)\c1ccncc1,inactive,12735030.81
CHEMBL360026,C(=C1\CCCc2ccccc21)\c1ccncc1,inactive,650129.69
CHEMBL424960,Fc1ccc2c(c1)CC/C2=C\c1ccncc1,inactive,1548816.62
CHEMBL179144,Fc1ccc2c(c1)CC/C2=C/c1ccncc1,inactive,799834.26
CHEMBL175554,Clc1ccc2c(c1)CC/C2=C\c1ccncc1,inactive,5432503.31
CHEMBL175799,Clc1ccc2c(c1)CC/C2=C/c1ccncc1,inactive,1990673.34
CHEMBL366773,Brc1ccc2c(c1)CC/C2=C\c1ccncc1,inactive,3396252.73
CHEMBL179222,Brc1ccc2c(c1)CC/C2=C/c1ccncc1,inactive,3962780.34
CHEMBL175609,COc1ccc2c(c1)CC/C2=C/c1ccncc1,inactive,3723917.06
CHEMBL175979,COc1ccc2c(c1)CCC/C2=C\c1ccncc1,inactive,799834.26
CHEMBL193496,COc1ccc2c(c1)CCC/C2=C/c1ccncc1,inactive,1009252.89
CHEMBL365314,COc1ccc2c(c1)/C(=C/c1ccncc1)CC2,inactive,279898.13
CHEMBL370281,COc1ccc2c(c1)/C(=C\c1ccncc1)CC2,inactive,769130.44
CHEMBL193858,COc1cc2c(cc1OC)/C(=C/c1ccncc1)CCC2,inactive,89949.76
CHEMBL371742,Cc1ccc2c(c1)/C(=C/c1ccncc1)CC2,inactive,1279381.3
CHEMBL192077,Cc1ccc2c(c1)/C(=C\c1ccncc1)CC2,inactive,1710015.32
CHEMBL192155,COc1ccc2c(c1)CC/C2=C\c1cncs1,inactive,4325138.31
CHEMBL195354,COc1ccc2c(c1)CC/C2=C/c1cncs1,inactive,4830588.02
CHEMBL195248,Fc1ccc2c(c1)CC/C2=C\c1cncnc1,inactive,7447319.74
CHEMBL370530,Fc1ccc2c(c1)CC/C2=C\c1cccc2cnccc12,inactive,719448.98
CHEMBL363849,Fc1ccc2c(c1)CC/C2=C/c1cccc2cnccc12,inactive,1940885.88
CHEMBL194928,C(=C1c2ccccc2-c2ccccc21)c1cccnc1,inactive,4808393.48
CHEMBL383145,C(=C1c2ccccc2-c2ccccc21)c1ccncc1,inactive,2741574.17
CHEMBL370317,C(=C(c1ccccc1)c1ccccc1)c1cccnc1,inactive,3681289.74
CHEMBL373074,CC1C/C(=C/c2cccnc2)c2ccccc21,inactive,2798981.32
CHEMBL193555,C(=C1\CC(c2ccccc2)c2ccccc21)\c1cccnc1,inactive,4064433.29
CHEMBL1629800,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C=CCC[C@@]43C)[C@@H]1CCC2=O,active,225.0
CHEMBL1629801,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C=CCC[C@@]43C)[C@@H]1CC[C@@H]2O,inactive,30000.0
CHEMBL1629802,C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H]5O[C@@H]5CC[C@]34C)[C@@H]1CCC2=O,active,145.0
CHEMBL1629803,C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H]5O[C@@H]5CC[C@]34C)[C@@H]1CC[C@@H]2O,intermediate,6500.0
CHEMBL132530,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,active,42.0
CHEMBL1629804,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43C)[C@@H]1CCC2=O,active,60.0
CHEMBL1629805,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O,active,49.0
CHEMBL1629806,C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@@]43C)[C@@H]1CCC2=O,active,190.0
CHEMBL1630261,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43C)[C@@H]1CCC2=O,active,50.0
CHEMBL1630260,CCCC(=O)OC1=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CCC1,intermediate,1500.0
CHEMBL1630262,CCCCCC(=O)OC1=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CCC1,intermediate,1800.0
CHEMBL1630263,C[C@]12CC[C@H]3[C@@H](CCC4=C(OC(=O)c5ccccc5)CCC[C@@]43C)[C@@H]1CCC2=O,active,640.0
CHEMBL1630264,CC(=O)OC1=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CCC1,active,660.0
CHEMBL1630265,CC(=O)OC1=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(CO)CCC1,intermediate,3600.0
CHEMBL1630266,C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,active,1000.0
CHEMBL1630267,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,active,940.0
CHEMBL1630268,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@]43C)[C@@H]1CCC2=O,active,280.0
CHEMBL1630269,CC(=O)OC1CCC[C@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,active,700.0
CHEMBL1630270,CC(=O)OC1CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,active,1000.0
CHEMBL1630271,CC(=O)OC1CCC[C@@]2(CO)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,inactive,11000.0
CHEMBL1630272,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@]43C)[C@@H]1CCC2=O,active,860.0
CHEMBL1630273,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,intermediate,6800.0
CHEMBL1630274,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,active,31.0
CHEMBL1630275,CO[C@H]1CCC[C@@]2(CO)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,inactive,150000.0
CHEMBL1630276,C[C@H]1CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,intermediate,1800.0
CHEMBL1630277,CC[C@H]1CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,intermediate,4500.0
CHEMBL1630278,CCC[C@H]1CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,intermediate,5500.0
CHEMBL1630279,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)CCC[C@]34C)[C@@H]1CCC2=O,intermediate,2400.0
CHEMBL1630280,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)[C@H](O)CC[C@]34C)[C@@H]1CCC2=O,active,670.0
CHEMBL1630909,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC(=O)O2,intermediate,1850.0
CHEMBL1630910,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@]43C)[C@@H]1CCC2=O,active,660.0
CHEMBL1630911,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43CO)[C@@H]1CCC2=O,intermediate,6900.0
CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,active,30.0
CHEMBL488513,CCC[C@H]1C[C@H]2OC(=O)c3c(cc(OC)c(OC)c3O)[C@H]2O1,inactive,16200.0
CHEMBL1668326,CCC[C@H]1C[C@H]2OC(=O)c3c(cc(OC)c(O)c3O)[C@H]2O1,inactive,16900.0
CHEMBL1668327,CCC[C@H](O)C[C@@H]1Cc2cc(OC)c(OC)c(O)c2C(=O)O1,inactive,16100.0
CHEMBL1668328,CCC[C@H](O)C[C@@H]1Cc2cc(OC)c(O)c(O)c2C(=O)O1,inactive,16800.0
CHEMBL488848,CCC[C@@H](O)C[C@H]1OC(=O)c2c(cc(OC)c(OC)c2O)[C@H]1O,inactive,15300.0
CHEMBL1668329,CCCC(=O)CC[C@H]1OC(=O)c2c1cc(OC)c(OC)c2O,inactive,16200.0
CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,intermediate,2400.0
CHEMBL108425,N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1,active,0.5
CHEMBL430879,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,active,100.0
CHEMBL108483,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(Br)c2)n2cnnc2)cc1,active,0.82
CHEMBL598199,N#Cc1ccc(Cn2cncn2)cc1-c1ccc(OS(N)(=O)=O)cc1,active,2.0
CHEMBL592131,N#Cc1ccc(Cn2cncn2)cc1-c1ccc(OS(N)(=O)=O)c(Cl)c1,active,0.5
CHEMBL1672974,N#Cc1ccc(N(Cc2ccccc2)n2cnnc2)cc1-c1ccc(OS(N)(=O)=O)cc1,active,0.1
CHEMBL1672975,N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1-c1ccc(OS(N)(=O)=O)cc1,active,0.05
CHEMBL1672976,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1-c1ccccc1,active,0.21
CHEMBL1672977,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(F)c2)n2cnnc2)cc1-c1ccccc1,active,0.15
CHEMBL1672978,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(Cl)c2)n2cnnc2)cc1-c1ccccc1,active,0.015
CHEMBL1672979,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(Br)c2)n2cnnc2)cc1-c1ccccc1,active,0.018
CHEMBL1672980,COc1ccc(-c2cc(N(Cc3ccc(OS(N)(=O)=O)cc3)n3cnnc3)ccc2C#N)cc1,active,0.015
CHEMBL1672981,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1-c1ccc(F)cc1,active,0.47
CHEMBL1672982,N#Cc1ccc(-c2cc(N(Cc3ccc(OS(N)(=O)=O)cc3)n3cnnc3)ccc2C#N)cc1,active,0.75
CHEMBL225499,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccccc3)cc2o1,active,150.0
CHEMBL1688893,Cc1cccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)c1,active,114.0
CHEMBL1688891,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(F)c3)cc2o1,active,113.0
CHEMBL1688890,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(Cl)c3)cc2o1,active,130.0
CHEMBL1688892,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(C(F)(F)F)c3)cc2o1,active,235.0
CHEMBL1688894,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(OC(F)(F)F)c3)cc2o1,active,207.0
CHEMBL1688895,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc([N+](=O)[O-])c3)cc2o1,active,141.0
CHEMBL1688896,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(F)cc3)cc2o1,active,267.0
CHEMBL1688897,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(Cl)cc3)cc2o1,active,178.0
CHEMBL1688898,COc1ccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,active,127.0
CHEMBL1688899,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(OC(F)(F)F)cc3)cc2o1,active,481.0
CHEMBL1688900,O=c1cc(Cn2ccnc2)c2ccc(OCc3cc(F)cc(F)c3)cc2o1,active,169.0
CHEMBL1688901,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(F)c(F)c3)cc2o1,active,165.0
CHEMBL437731,O=c1cc(Cn2ccnc2)c2ccc(Oc3ccccc3)cc2o1,active,51.0
CHEMBL1688902,O=c1cc(Cn2ccnc2)c2ccc(Oc3cccc(F)c3)cc2o1,active,72.0
CHEMBL1688903,O=c1cc(Cn2ccnc2)c2ccc(Oc3cccc(Cl)c3)cc2o1,active,72.0
CHEMBL1688904,COc1cccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)c1,active,292.0
CHEMBL1688905,Cc1ccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,active,690.0
CHEMBL1688906,O=c1cc(Cn2ccnc2)c2ccc(Oc3ccc(Cl)cc3)cc2o1,active,112.0
CHEMBL1688907,N#Cc1ccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,active,164.0
CHEMBL1688908,CC(=O)c1ccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,active,296.0
CHEMBL1688909,CN(C)c1ccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,active,81.0
CHEMBL1688910,O=c1cc(Cn2ccnc2)c2ccc(Oc3cc(F)cc(F)c3)cc2o1,active,70.0
CHEMBL1688911,O=c1cc(Cn2ccnc2)c2ccc(Oc3ccc(F)c(F)c3)cc2o1,active,47.0
CHEMBL1688912,O=c1cc(Cn2ccnc2)c2ccc(Nc3ccccc3)cc2o1,active,105.0
CHEMBL1688913,O=c1cc(Cn2ccnc2)c2ccc(O)cc2o1,intermediate,3750.0
CHEMBL225472,COc1ccc2c(Cn3ccnc3)cc(=O)oc2c1,active,280.0
CHEMBL1688914,COc1ccc2c(C(c3ccccc3)n3ccnc3)cc(=O)oc2c1,active,455.0
CHEMBL1688915,O=c1cc(C(c2ccccc2)n2ccnc2)c2ccc(Oc3ccccc3)cc2o1,active,67.0
CHEMBL1688916,O=c1cc(C(c2ccccc2)n2ccnc2)c2ccc(Oc3ccc(F)c(F)c3)cc2o1,active,317.0
CHEMBL1688917,O=c1cc(C(c2ccc(Cl)cc2)n2ccnc2)c2ccc(Oc3ccccc3)cc2o1,active,532.0
CHEMBL1688918,N#Cc1ccc(C(c2cc(=O)oc3cc(Oc4ccccc4)ccc23)n2ccnc2)cc1,intermediate,4010.0
CHEMBL387892,COc1ccc2cc(Cn3ccnc3)c(=O)oc2c1,intermediate,2820.0
CHEMBL1688919,O=c1oc2cc(Oc3ccccc3)ccc2cc1C(c1ccccc1)n1ccnc1,active,313.0
CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,active,52.0
CHEMBL1689257,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@H](OCCc2ccc(O)cc2)O[C@@H]1CO,inactive,30700.0
CHEMBL1689258,O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O,inactive,32300.0
CHEMBL1689259,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](OCCc2ccc(O)c(O)c2)[C@@H]1O[C@@H]1OC[C@](O)(CO)[C@H]1O,inactive,26800.0
CHEMBL518414,O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O,inactive,35300.0
CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,active,30.0
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,active,18.0
CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,intermediate,5800.0
CHEMBL404225,O=C1CC(c2ccccc2)Oc2c1ccc1ccccc21,intermediate,4300.0
CHEMBL255108,N#Cc1ccc(C2CC(=O)c3ccc4ccccc4c3O2)cc1,intermediate,1540.0
